title,issn,quartile,year
Rehabilitation Counseling Bulletin,0034-3552;1538-4853,Q1,2025
Remedial and Special Education,0741-9325;1538-4756,Q1,2025
Renal Failure,0886-022X;1525-6049,Q1,2025
Reports on Progress in Physics,0034-4885;1361-6633,Q1,2025
Reproduction,1470-1626;1741-7899,Q1,2025
Reproduction and Fertility,2633-8386,Q1,2025
Reproductive Biology and Endocrinology,1477-7827,Q1,2025
Reproductive BioMedicine Online,1472-6483;1472-6491,Q1,2025
Reproductive Health,1742-4755,Q1,2025
Reproductive Medicine and Biology,1445-5781;1447-0578,Q1,2025
Reproductive Sciences,1933-7191;1933-7205,Q1,2025
Research and Practice for Persons with Severe Disabilities,1540-7969;2169-2408,Q1,2025
Research and Practice in Thrombosis and Haemostasis,2475-0379,Q1,2025
Research and Reports in Urology,2253-2447,Q1,2025
Research in Microbiology,0923-2508;1769-7123,Q1,2025
"Research in Psychotherapy: Psychopathology, Process and Outcome",2239-8031,Q1,2025
Research on Child and Adolescent Psychopathology,2730-7166;2730-7174,Q1,2025
Respiratory Medicine,0954-6111;1532-3064,Q1,2025
Respiratory Research,1465-9921;1465-993X,Q1,2025
Respirology,1323-7799;1440-1843,Q1,2025
Resuscitation,0300-9572;1873-1570,Q1,2025
Resuscitation Plus,2666-5204,Q1,2025
Retina,0275-004X;1539-2864,Q1,2025
Retrovirology,1742-4690,Q1,2025
Review Journal of Autism and Developmental Disorders,2195-7177;2195-7185,Q1,2025
Reviews in Endocrine and Metabolic Disorders,1389-9155;1573-2606,Q1,2025
Reviews in Medical Virology,1052-9276;1099-1654,Q1,2025
Reviews of Environmental Contamination and Toxicology,0179-5953;2197-6554,Q1,2025
Reviews on Environmental Health,0048-7554;2191-0308,Q1,2025
Revista de Saude Publica,0034-8910;1518-8787,Q1,2025
Revista Espanola de Cardiologia (English edition),1885-5857,Q1,2025
Rheumatology,1462-0324;1462-0332,Q1,2025
Rhinology,0300-0729;1996-8604,Q1,2025
RMD Open,2056-5933,Q1,2025
Safety and Health at Work,2093-7911;2093-7997,Q1,2025
Safety Science,0925-7535;1879-1042,Q1,2025
Salud Publica de Mexico,0036-3634;1606-7916,Q1,2025
Scandinavian Journal of Medicine and Science in Sports,0905-7188;1600-0838,Q1,2025
Scandinavian Journal of Public Health,1403-4948;1651-1905,Q1,2025
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",1757-7241,Q1,2025
"Scandinavian Journal of Work, Environment and Health",0355-3140;1795-990X,Q1,2025
Schizophrenia,2334-265X,Q1,2025
Schizophrenia Bulletin,0586-7614;1745-1701,Q1,2025
Schizophrenia Research,0920-9964;1573-2509,Q1,2025
Schizophrenia Research: Cognition,2215-0013,Q1,2025
Science and Medicine in Football,2473-3938;2473-4446,Q1,2025
Science Immunology,2470-9468,Q1,2025
Science in One Health,2949-7043,Q1,2025
Science Translational Medicine,1946-6234;1946-6242,Q1,2025
Seminars in Arthritis and Rheumatism,0049-0172;1532-866X,Q1,2025
Seminars in Diagnostic Pathology,0740-2570;1930-1111,Q1,2025
Seminars in Fetal and Neonatal Medicine,1744-165X;1878-0946,Q1,2025
Seminars in Hematology,0037-1963;1532-8686,Q1,2025
Seminars in Immunology,1044-5323;1096-3618,Q1,2025
Seminars in Immunopathology,1863-2297;1863-2300,Q1,2025
Seminars in Liver Disease,0272-8087;1098-8971,Q1,2025
Seminars in Nephrology,0270-9295;1558-4488,Q1,2025
Seminars in Nuclear Medicine,0001-2998;1558-4623,Q1,2025
Seminars in Oncology,0093-7754;1532-8708,Q1,2025
Seminars in Ophthalmology,0882-0538;1744-5205,Q1,2025
Seminars in Pediatric Surgery,1055-8586;1532-9453,Q1,2025
Seminars in Perinatology,0146-0005;1558-075X,Q1,2025
Seminars in Radiation Oncology,1053-4296;1532-9461,Q1,2025
Seminars in Respiratory and Critical Care Medicine,1069-3424;1098-9048,Q1,2025
Seminars in Thoracic and Cardiovascular Surgery,1043-0679;1532-9488,Q1,2025
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,1092-9126;1876-4665,Q1,2025
Seminars in Thrombosis and Hemostasis,0094-6176;1098-9064,Q1,2025
Seminars in Vascular Surgery,0895-7967;1558-4518,Q1,2025
Sexual and Reproductive Health Matters,2641-0397,Q1,2025
Sexual Development,1661-5425;1661-5433,Q1,2025
Sexually Transmitted Diseases,0148-5717;1537-4521,Q1,2025
Sexually Transmitted Infections,1368-4973;1472-3263,Q1,2025
Shock,1073-2322;1540-0514,Q1,2025
SICOT-J,2426-8887,Q1,2025
Skeletal Muscle,2044-5040,Q1,2025
Skin Pharmacology and Physiology,1660-5527;1660-5535,Q1,2025
Skin Research and Technology,0909-752X;1600-0846,Q1,2025
Sleep,0161-8105;1550-9109,Q1,2025
Sleep and Breathing,1520-9512;1522-1709,Q1,2025
Sleep Medicine,1389-9457;1878-5506,Q1,2025
Sleep Medicine Clinics,1556-407X;1556-4088,Q1,2025
Sleep Medicine Reviews,1087-0792;1532-2955,Q1,2025
Small,1613-6810;1613-6829,Q1,2025
Social Cognitive and Affective Neuroscience,1749-5016;1749-5024,Q1,2025
Social Psychiatry and Psychiatric Epidemiology,0933-7954;1433-9285,Q1,2025
Social Science and Medicine,0277-9536;1873-5347,Q1,2025
Society and Mental Health,2156-8693;2156-8731,Q1,2025
Sociology of Health and Illness,0141-9889;1467-9566,Q1,2025
Sociology of Sport Journal,0741-1235;1543-2785,Q1,2025
Spinal Cord,1362-4393;1476-5624,Q1,2025
Spine,0362-2436;1528-1159,Q1,2025
Spine Journal,1529-9430;1878-1632,Q1,2025
"Sport, Education and Society",1357-3322;1470-1243,Q1,2025
Sports,2075-4663,Q1,2025
Sports Health,1941-0921;1941-7381,Q1,2025
Sports Medicine,0112-1642;1179-2035,Q1,2025
Sports Medicine - Open,2198-9761;2199-1170,Q1,2025
Sports Medicine and Health Science,2666-3376,Q1,2025
SSM - Population Health,2352-8273,Q1,2025
Stanford Law Review,0038-9765,Q1,2025
Statistics in Medicine,0277-6715;1097-0258,Q1,2025
Stem Cell Research and Therapy,1757-6512,Q1,2025
Stem Cells,1066-5099;1549-4918,Q1,2025
Stem Cells Translational Medicine,2157-6564;2157-6580,Q1,2025
Strength and Conditioning Journal,1524-1602;1533-4295,Q1,2025
Stress and Health,1532-2998;1532-3005,Q1,2025
Stroke,0039-2499;1524-4628,Q1,2025
Stroke and Vascular Neurology,2059-8688;2059-8696,Q1,2025
Structural Heart,2474-8706;2474-8714,Q1,2025
"Substance Abuse: Treatment, Prevention, and Policy",1747-597X,Q1,2025
Substance Use and Addiction Journal,2976-7342;2976-7350,Q1,2025
Substance Use: Research and Treatment,2976-8357,Q1,2025
Suicide and Life-Threatening Behavior,0363-0234;1943-278X,Q1,2025
Supportive Care in Cancer,0941-4355;1433-7339,Q1,2025
Surgery (United States),0039-6060;1532-7361,Q1,2025
Surgery for Obesity and Related Diseases,1550-7289;1878-7533,Q1,2025
Surgical Clinics of North America,0039-6109;1558-3171,Q1,2025
Surgical Endoscopy,0930-2794;1432-2218,Q1,2025
Surgical Oncology,0960-7404;1879-3320,Q1,2025
Surgical Oncology Clinics of North America,1055-3207;1558-5042,Q1,2025
Survey of Ophthalmology,0039-6257;1879-3304,Q1,2025
Systematic Reviews,2046-4053,Q1,2025
Targeted Oncology,1776-2596;1776-260X,Q1,2025
Teaching and Learning in Medicine,1040-1334;1532-8015,Q1,2025
Techniques in Coloproctology,1123-6337;1128-045X,Q1,2025
Temperature,2332-8940;2332-8959,Q1,2025
The Lancet,0140-6736;1474-547X,Q1,2025
The Lancet Child and Adolescent Health,2352-4642,Q1,2025
The Lancet Diabetes and Endocrinology,2213-8587;2213-8595,Q1,2025
The Lancet Digital Health,2589-7500,Q1,2025
The Lancet Gastroenterology and Hepatology,2468-1253,Q1,2025
The Lancet Global Health,2214-109X;2572-116X,Q1,2025
The Lancet Haematology,2352-3026;2451-9960,Q1,2025
The Lancet Healthy Longevity,2666-7568,Q1,2025
The Lancet HIV,2352-3018,Q1,2025
The Lancet Infectious Diseases,1473-3099;1474-4457,Q1,2025
The Lancet Microbe,2666-5247,Q1,2025
The Lancet Neurology,1474-4422;1474-4465,Q1,2025
The Lancet Oncology,1470-2045;1474-5488,Q1,2025
The Lancet Planetary Health,2542-5196,Q1,2025
The Lancet Psychiatry,2215-0366;2215-0374,Q1,2025
The Lancet Public Health,2468-2667,Q1,2025
The Lancet Regional Health - Americas,2667-193X,Q1,2025
The Lancet Regional Health - Europe,2666-7762,Q1,2025
The Lancet Regional Health - Southeast Asia,2772-3682,Q1,2025
The Lancet Regional Health - Western Pacific,2666-6065,Q1,2025
The Lancet Respiratory Medicine,2213-2600;2213-2619,Q1,2025
The Lancet Rheumatology,2665-9913,Q1,2025
Theoretical and Applied Genetics,0040-5752;1432-2242,Q1,2025
Theoretical Criminology,1362-4806;1461-7439,Q1,2025
Therapeutic Advances in Chronic Disease,2040-6223;2040-6231,Q1,2025
Therapeutic Advances in Endocrinology and Metabolism,2042-0188;2042-0196,Q1,2025
Therapeutic Advances in Gastroenterology,1756-283X;1756-2848,Q1,2025
Therapeutic Advances in Hematology,2040-6207;2040-6215,Q1,2025
Therapeutic Advances in Medical Oncology,1758-8340;1758-8359,Q1,2025
Therapeutic Advances in Musculoskeletal Disease,1759-720X;1759-7218,Q1,2025
Therapeutic Advances in Neurological Disorders,1756-2856;1756-2864,Q1,2025
Therapeutic Advances in Psychopharmacology,2045-1253;2045-1261,Q1,2025
Therapeutic Advances in Respiratory Disease,1753-4658;1753-4666,Q1,2025
Therapeutic Advances in Urology,1756-2872;1756-2880,Q1,2025
Therapeutic Innovation and Regulatory Science,2168-4790;2168-4804,Q1,2025
Thorax,0040-6376;1468-3296,Q1,2025
Thrombosis and Haemostasis,0340-6245;2567-689X,Q1,2025
Thrombosis Research,0049-3848;1879-2472,Q1,2025
Thyroid,1050-7256;1557-9077,Q1,2025
Ticks and Tick-borne Diseases,1877-959X;1877-9603,Q1,2025
Tissue Barriers,2168-8362;2168-8370,Q1,2025
Tissue Engineering and Regenerative Medicine,1738-2696;2212-5469,Q1,2025
Tobacco Control,0964-4563;1468-3318,Q1,2025
Topics in Antiviral Medicine,2161-5853;2161-5861,Q1,2025
Topics in Stroke Rehabilitation,1074-9357;1945-5119,Q1,2025
Translational Breast Cancer Research,2218-6778,Q1,2025
Translational Neurodegeneration,2047-9158,Q1,2025
Translational Oncology,1936-5233;1944-7124,Q1,2025
Translational Psychiatry,2158-3188,Q1,2025
Translational Research,1878-1810;1931-5244,Q1,2025
Translational Stroke Research,1868-4483;1868-601X,Q1,2025
Translational Vision Science and Technology,2164-2591,Q1,2025
Transplant International,0934-0874;1432-2277,Q1,2025
Transplantation,0041-1337;1534-6080,Q1,2025
Transplantation and Cellular Therapy,2666-6367;2666-6375,Q1,2025
Transplantation Reviews,0955-470X;1557-9816,Q1,2025
"Trauma, Violence, and Abuse",1524-8380;1552-8324,Q1,2025
Traumatology,1085-9373;1534-7656,Q1,2025
Travel Medicine and Infectious Disease,1477-8939;1873-0442,Q1,2025
Trends in Cancer,2405-8025;2405-8033,Q1,2025
Trends in Cardiovascular Medicine,1050-1738;1873-2615,Q1,2025
Trends in Endocrinology and Metabolism,1043-2760;1879-3061,Q1,2025
Trends in Hearing,2331-2165,Q1,2025
Trends in Immunology,1471-4906;1471-4981,Q1,2025
Trends in Microbiology,0966-842X;1878-4380,Q1,2025
Trends in Parasitology,1471-4922;1471-5007,Q1,2025
Tropical Medicine and Infectious Disease,2414-6366,Q1,2025
Tropical Medicine and International Health,1360-2276;1365-3156,Q1,2025
Tumour Virus Research,2666-6790,Q1,2025
Turkish Journal of Emergency Medicine,2452-2473,Q1,2025
Ultrasonics Sonochemistry,1350-4177;1873-2828,Q1,2025
Ultrasound in Obstetrics and Gynecology,0960-7692;1469-0705,Q1,2025
United European Gastroenterology Journal,2050-6406;2050-6414,Q1,2025
Updates in Surgery,2038-131X;2038-3312,Q1,2025
Urologic Oncology: Seminars and Original Investigations,1078-1439;1873-2496,Q1,2025
Vaccine,0264-410X;1873-2518,Q1,2025
Vaccines,2076-393X,Q1,2025
Value in Health,1098-3015;1524-4733,Q1,2025
Vascular Health and Risk Management,1176-6344;1178-2048,Q1,2025
Veterinary Quarterly,0165-2176;1875-5941,Q1,2025
Virchows Archiv,0945-6317;1432-2307,Q1,2025
Virologica Sinica,1674-0769;1995-820X,Q1,2025
Virology Journal,1743-422X,Q1,2025
Virulence,2150-5594;2150-5608,Q1,2025
Viruses,1999-4915,Q1,2025
"Visual Computing for Industry, Biomedicine, and Art",2096-496X;2524-4442,Q1,2025
"Vital and Health Statistics, Series 1: Programs and Collection Procedures",0083-2014;2332-8401,Q1,2025
"Vital and Health Statistics, Series 2: Data Evaluation and Methods Research",0083-2057;2333-0872,Q1,2025
Water Emerging Contaminants and Nanoplastics,2831-2597,Q1,2025
Wearable Technologies,2631-7176,Q1,2025
Western Journal of Emergency Medicine,1936-900X;1936-9018,Q1,2025
Wiley Interdisciplinary Reviews: Cognitive Science,1939-5078;1939-5086,Q1,2025
Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,1939-0041;1939-5116,Q1,2025
WIREs Mechanisms of Disease,2692-9368,Q1,2025
Women and Birth,1871-5192;1878-1799,Q1,2025
Women's Health,1745-5057;1745-5065,Q1,2025
Women's Health Issues,1049-3867;1878-4321,Q1,2025
"Work, Aging and Retirement",2054-4650,Q1,2025
World Allergy Organization Journal,1939-4551,Q1,2025
World Journal of Biological Psychiatry,1562-2975;1814-1412,Q1,2025
World Journal of Clinical Pediatrics,2219-2808,Q1,2025
World Journal of Emergency Surgery,1749-7922,Q1,2025
World Journal of Gastroenterology,1007-9327;2219-2840,Q1,2025
World Journal of Men's Health,2287-4208;2287-4690,Q1,2025
World Journal of Microbiology and Biotechnology,0959-3993;1573-0972,Q1,2025
World Journal of Otorhinolaryngology - Head and Neck Surgery,2095-8811;2589-1081,Q1,2025
World Journal of Pediatrics,1708-8569;1867-0687,Q1,2025
World Journal of Surgery,0364-2313;1432-2323,Q1,2025
World Journal of Surgical Oncology,1477-7819,Q1,2025
World Journal of Urology,0724-4983;1433-8726,Q1,2025
World Neurosurgery: X,2590-1397,Q1,2025
World Psychiatry,1723-8617;2051-5545,Q1,2025
Worldviews on Evidence-Based Nursing,1545-102X;1741-6787,Q1,2025
Wound Repair and Regeneration,1067-1927;1524-475X,Q1,2025
Yale Journal of Biology and Medicine,0044-0086;1551-4056,Q1,2025
Zeitschrift fur Medizinische Physik,0939-3889;1876-4436,Q1,2025
